adsh,1,2,3,4,5,6,7,8,9,sum_of_first_digits,total_deviation,fraud
0000320187-18-000007,164,92,102,28,32,10,18,36,16,498,0.02954029658,0
0001411059-18-000013,302,84,60,56,86,32,20,32,44,716,0.02955798047,0
0001610114-18-000002,250,178,116,44,66,26,46,108,56,890,0.02957159589,0
0001594062-18-000003,94,90,26,22,22,24,32,6,10,326,0.0296590079,0
0001564590-18-001126,66,84,42,38,20,26,18,8,4,306,0.02966108062,0
0001144204-18-012542,182,30,52,50,50,28,36,32,20,480,0.02971073667,0
0001564590-18-001768,164,66,20,56,28,20,20,18,8,400,0.0298317764,0
0001631825-18-000009,160,138,42,52,36,60,64,34,62,648,0.02984400742,0
0000352991-18-000002,78,62,42,8,18,16,10,6,20,260,0.02987531057,0
0001663577-18-000156,104,108,30,32,22,30,12,10,30,378,0.02987877568,0
0001609234-18-000004,278,96,62,46,60,78,20,16,18,674,0.02991159325,0
0001564590-18-003596,130,86,12,44,30,30,22,12,12,378,0.03000187625,0
0001437749-18-004449,86,50,28,44,30,46,26,18,4,332,0.0300496727,0
0001193125-18-008971,76,100,44,48,26,14,14,8,18,348,0.03007177799,0
0001493152-18-001068,90,42,22,38,10,8,16,4,16,246,0.03009802687,0
0001564590-18-000124,134,114,56,50,8,18,14,22,14,430,0.03013302706,0
0001477932-18-000793,54,60,48,32,24,6,14,22,8,268,0.03014437283,0
0001628280-18-002860,172,80,50,12,52,38,40,10,18,472,0.03014496861,0
0001493152-18-004104,48,42,14,18,22,10,26,12,6,198,0.03016338113,0
0000854775-18-000005,112,134,96,64,24,44,26,14,12,526,0.03019356039,0
0001564590-18-005372,52,48,42,10,14,10,14,6,4,200,0.03021330088,0
0001213900-18-002231,62,96,44,38,20,22,12,20,10,324,0.03023430624,0
0001511164-18-000011,76,24,42,14,16,6,10,10,4,202,0.03025858603,0
0001477932-18-000835,108,66,56,22,26,10,12,2,10,312,0.03034890161,0
0001581874-18-000004,56,52,42,44,28,28,8,6,10,274,0.03036962743,0
0001493152-18-002246,106,72,40,24,10,12,18,6,30,318,0.03051721836,0
0001564590-18-001632,88,64,44,18,48,12,10,22,30,336,0.03072641486,0
0001193125-18-080325,238,190,224,160,68,30,70,86,34,1100,0.0307989824,0
0001065949-18-000053,134,70,34,14,30,14,8,8,12,324,0.03084232684,0
0001654954-18-001972,104,90,22,36,18,10,10,14,10,314,0.0308754999,0
0001615774-18-002109,72,38,28,30,20,20,16,4,0,228,0.03099597252,0
0001615774-18-000681,96,38,16,8,20,22,10,14,16,240,0.03103740913,0
0001615774-18-001934,102,52,8,32,22,14,20,10,10,270,0.03113294593,0
0001493152-18-001339,40,50,16,16,16,14,4,6,4,166,0.03117390101,0
0001161697-18-000087,64,34,30,28,48,24,16,10,8,262,0.03121080591,0
0001193125-18-099192,40,40,22,10,10,4,6,2,6,140,0.0312393335,0
0001213900-18-002965,104,88,50,26,18,12,16,14,42,370,0.03129783247,0
0001047469-18-000976,128,120,48,32,24,22,24,2,18,418,0.03134451807,0
0001530950-18-000031,116,88,100,50,10,34,44,16,24,482,0.03134987071,0
0001654954-18-001710,56,60,46,16,16,12,16,10,2,234,0.03137339851,0
0001393905-18-000063,72,26,48,36,20,10,20,4,16,252,0.03137444025,0
0001721868-18-000102,80,44,26,16,40,24,6,18,4,258,0.03160714661,0
0001580695-18-000168,76,44,36,28,50,6,16,10,12,278,0.03161976859,0
0001571049-18-000180,234,160,134,86,98,118,76,58,132,1096,0.03163385338,0
0001144204-18-016734,140,66,26,34,74,34,28,22,10,434,0.03171070977,0
0001387131-18-001291,104,62,24,40,14,18,32,6,4,304,0.03172037645,0
0001144204-18-013105,94,62,18,14,24,22,26,4,8,272,0.03178826035,0
0001144204-18-016029,112,92,54,34,36,48,64,10,14,464,0.03180479822,0
0001214659-18-000837,106,84,70,12,46,26,36,24,6,410,0.03181053697,0
0001663577-18-000117,102,90,106,58,40,20,20,8,20,464,0.03194820755,0
0001185185-18-000221,100,70,112,30,34,28,18,30,28,450,0.03200008972,0
0001662252-18-000036,92,60,54,30,50,20,6,18,38,368,0.03201355729,0
0001493152-18-003852,58,32,18,32,20,36,12,10,8,226,0.0320282541,0
0001607062-18-000066,84,62,38,44,14,8,8,8,4,270,0.03204245314,0
0001214659-18-001342,56,24,18,16,12,8,22,2,4,162,0.03207534951,0
0001214659-18-001829,56,24,18,16,12,8,22,2,4,162,0.03207534951,0
0001654954-18-000819,110,92,22,52,24,26,10,12,6,354,0.0320938694,0
0001096906-18-000152,78,30,24,18,26,16,16,0,12,220,0.03209533861,0
0001437749-18-002037,140,102,24,18,20,22,18,18,28,390,0.0321189652,0
0001144204-18-007971,70,30,38,50,24,14,12,20,4,262,0.03218023142,0
0001493152-18-003493,62,32,30,26,14,6,22,4,22,218,0.03221706617,0
0001144204-18-014126,80,70,14,46,20,16,24,18,6,294,0.03222288684,0
0001683168-18-000751,102,64,28,32,20,6,14,2,8,276,0.03223549576,0
0001213900-18-000488,76,36,20,12,20,10,14,8,28,224,0.03224749849,0
0001615774-18-001214,54,52,34,10,24,12,4,20,8,218,0.03225745427,0
0001214659-18-000473,88,34,10,34,14,10,10,8,12,220,0.03226508531,0
0001564590-18-001336,72,64,44,24,4,22,8,8,14,260,0.03232542503,0
0001553350-18-000182,58,48,22,8,18,14,22,4,4,198,0.03236009705,0
0001387131-18-000667,72,38,14,24,24,20,4,8,2,206,0.03253985957,0
0001165527-18-000021,36,28,34,18,22,14,4,4,6,166,0.03255705893,0
0001140361-18-011218,184,80,78,14,56,36,18,22,52,540,0.03257853634,0
0001640334-18-000365,64,44,32,54,38,16,8,12,12,280,0.03264319752,0
0001477932-18-000820,114,38,30,30,28,14,14,2,4,274,0.03271885016,0
0001493152-18-000590,76,34,22,12,10,4,20,4,8,190,0.0327650297,0
0001193125-18-099052,88,30,14,20,20,28,22,20,22,264,0.03277987209,0
0001213900-18-002720,78,88,34,52,28,26,12,4,10,332,0.03278419481,0
0001213900-18-002137,50,38,28,16,26,16,8,14,0,196,0.03288413873,0
0001437749-18-001749,100,54,70,18,24,6,10,18,10,310,0.03288489054,0
0001493152-18-003274,166,46,34,38,30,20,4,22,14,374,0.032896522,0
0001477932-18-001540,98,58,62,20,10,50,16,20,16,350,0.0329557528,0
0001161697-18-000118,26,18,22,10,10,6,8,14,2,116,0.03302672697,0
0001662252-18-000008,92,46,22,16,28,10,18,4,2,238,0.03316750713,0
0001493152-18-003859,80,58,34,32,46,24,18,14,44,350,0.03322721979,0
0001640334-18-000128,42,42,22,12,12,28,16,8,16,198,0.03323935255,0
0001477932-18-000936,116,38,38,14,42,12,10,10,22,302,0.0332466486,0
0001564590-18-003614,152,64,34,26,44,26,6,10,6,368,0.03329668247,0
0001025953-18-000007,102,82,54,38,30,14,42,28,54,444,0.03331672947,0
0001683168-18-000708,46,34,18,24,4,10,16,2,6,160,0.03332712974,0
0001493152-18-000614,70,74,24,36,38,10,8,10,8,278,0.0333352302,0
0001144204-18-006323,100,22,22,44,24,24,26,20,20,302,0.03338974973,0
0001493152-18-000259,56,38,44,10,20,14,2,14,10,208,0.03342592727,0
0001213900-18-003462,142,94,52,26,42,66,22,4,14,462,0.03345767821,0
0001596993-18-000009,156,64,76,40,72,28,32,70,14,552,0.03351883135,0
0001079973-18-000097,80,36,18,34,10,36,26,16,12,268,0.03355054407,0
0001144204-18-015101,114,86,88,30,58,50,16,8,10,460,0.03356543278,0
0001078782-18-000089,40,30,36,16,26,8,12,18,4,190,0.03358738866,0
0001493152-18-003362,120,68,44,48,10,26,24,24,52,416,0.03359632558,0
0001564590-18-003594,122,40,68,56,28,14,10,6,18,362,0.03363582646,0
0001564590-18-002464,270,146,96,46,22,32,14,28,66,720,0.03367533111,0
0000862668-18-000004,74,56,38,40,42,30,44,6,12,342,0.03371754118,0
0001654954-18-003286,94,78,30,28,42,26,18,12,0,328,0.03372396102,0
0001437749-18-002364,114,72,18,32,58,34,14,20,8,370,0.03372514793,0
0001493152-18-000030,118,34,48,24,54,26,22,14,4,344,0.03379884592,0
0001418100-18-000074,94,88,58,22,30,10,34,4,12,352,0.0338229063,0
0000310056-18-000010,126,28,28,36,22,34,14,6,20,314,0.03382491678,0
0001326321-18-000009,98,22,24,16,14,20,6,10,18,228,0.03386132219,0
0001493152-18-002385,52,34,20,36,34,14,6,10,6,212,0.03391321903,0
0001326321-18-000011,68,76,28,16,14,12,28,22,22,286,0.03392001804,0
0001564590-18-001264,170,66,86,46,24,12,10,8,18,440,0.03399032757,0
0001640334-18-000272,92,84,26,34,32,14,24,10,42,358,0.03407756096,0
0001552781-18-000013,108,58,78,34,34,2,22,14,14,364,0.03408709042,0
0000103595-18-000003,142,74,16,44,14,42,18,28,28,406,0.03419856761,0
0001477932-18-000416,46,68,24,20,18,16,8,4,10,214,0.03420626127,0
0001391609-18-000016,86,64,48,22,10,4,22,22,6,284,0.03424749753,0
0001493152-18-000829,56,64,74,32,18,24,24,24,22,338,0.03433815231,0
0001493152-18-003325,118,68,42,48,10,26,24,24,52,412,0.03440955706,0
0001003297-18-000066,80,66,62,22,16,8,16,26,4,300,0.03447844701,0
0001663577-18-000119,114,60,110,68,54,26,16,14,18,480,0.03448535337,0
0001615774-18-001118,56,50,10,26,24,18,16,4,18,222,0.0345300923,0
0001078782-18-000288,58,44,26,18,18,6,18,0,8,196,0.03460058206,0
0001387131-18-001267,150,68,24,28,18,10,18,6,20,342,0.03460796967,0
0001118384-18-000003,48,16,16,6,20,12,4,4,4,130,0.03462118695,0
0001640334-18-000360,120,60,22,44,50,10,8,28,22,364,0.03473429214,0
0001494733-18-000005,42,24,18,24,6,4,16,14,4,152,0.03481021275,0
0001171843-18-001549,126,70,62,42,36,20,38,74,22,490,0.03481521829,0
0001654954-18-001516,48,68,36,10,16,20,14,12,6,230,0.03484333915,0
0001477932-18-000246,112,60,42,16,22,4,14,4,10,284,0.03487837556,0
0000003545-18-000021,166,54,50,48,16,16,10,34,6,400,0.03498785344,0
0001662252-18-000048,54,32,30,20,18,2,18,2,12,188,0.03512417742,0
0001185185-18-000195,152,64,36,36,20,18,20,0,18,364,0.03522555651,0
0001185185-18-000331,210,96,22,34,38,16,22,20,16,474,0.0352433584,0
0001185185-18-000339,210,96,22,34,38,16,22,20,16,474,0.0352433584,0
0001185185-18-000487,210,96,22,34,38,16,22,20,16,474,0.0352433584,0
0001558370-18-002500,62,38,16,16,18,24,2,14,20,210,0.03533594102,0
0001446152-18-000013,188,66,58,38,18,12,22,4,20,426,0.03547035661,0
0001599916-18-000046,52,32,32,22,14,10,6,0,4,172,0.03547277815,0
0001615774-18-002203,76,88,52,64,38,18,10,32,8,386,0.03551939083,0
0001552781-18-000131,92,56,88,22,34,8,16,20,16,352,0.0356781824,0
0001165527-18-000018,44,20,18,6,8,10,20,4,10,140,0.03575642138,0
0001548123-18-000016,78,40,34,12,30,14,2,4,8,222,0.03576729273,0
0001558370-18-002503,66,66,24,16,10,4,10,14,6,216,0.0357982351,0
0001554795-18-000065,44,50,12,14,20,24,6,12,8,190,0.03582714631,0
0001493152-18-000123,134,66,44,22,56,28,26,30,0,406,0.03587055719,0
0001171843-18-002274,126,70,62,42,36,18,38,74,22,488,0.03592710601,0
0001640334-18-000362,66,42,28,12,10,4,4,20,14,200,0.03597121293,0
0000014846-18-000013,98,88,58,16,10,32,34,34,30,400,0.03598985785,0
0001295345-18-000002,36,16,8,4,8,12,8,10,10,112,0.03601953546,0
0001663577-18-000115,86,60,92,58,38,14,18,10,18,394,0.03606450642,0
0001654954-18-003222,34,48,26,40,16,18,18,12,10,222,0.03615927164,0
0001477932-18-001360,66,58,14,12,16,18,18,18,2,222,0.03618721675,0
0001564590-18-005754,110,108,108,28,34,32,16,10,12,458,0.03627720718,0
0001548123-18-000034,88,40,62,34,20,6,26,6,26,308,0.03629973885,0
0001193125-18-099140,126,62,30,20,24,8,10,6,4,290,0.03644953642,0
0001056520-18-000017,88,56,52,58,56,42,34,4,16,406,0.03646404363,0
0001393905-18-000105,46,66,40,30,22,36,28,24,10,302,0.03653975794,0
0001078782-18-000130,52,44,36,10,30,10,16,18,2,218,0.03673693942,0
0001079973-18-000209,176,78,36,30,26,22,6,6,12,392,0.0367662757,0
0001193125-18-099261,34,32,14,16,10,8,14,0,6,134,0.03686708676,0
0001552781-18-000011,88,56,88,22,34,8,16,20,16,348,0.03687527293,0
0001683168-18-000095,136,86,46,52,32,22,68,6,10,458,0.03689083462,0
0001553350-18-000183,68,44,30,8,24,18,14,2,2,210,0.03694785211,0
0001078782-18-000095,50,50,34,8,14,4,8,6,6,180,0.03698300969,0
0001144204-18-008036,62,36,22,20,32,16,4,2,4,198,0.03718638626,0
0001615774-18-000604,134,108,20,38,18,34,16,6,20,394,0.03724264833,0
0000049728-18-000018,162,66,30,58,70,14,36,28,6,470,0.03731242032,0
0001615774-18-002179,100,36,40,16,6,12,6,6,8,230,0.03732394149,0
0001193125-18-070502,356,92,66,28,66,34,42,40,30,754,0.03737736737,0
0001193125-18-008992,144,42,38,54,24,8,8,18,8,344,0.03743467109,0
0001121745-18-000004,72,20,26,18,8,14,20,4,2,184,0.03745284134,0
0001214659-18-001503,84,38,20,10,14,16,32,12,4,230,0.03748724597,0
0001437749-18-003508,72,70,28,12,38,14,10,22,4,270,0.03749013209,0
0001091818-18-000069,58,34,66,34,24,18,28,24,22,308,0.0375133041,0
0001078782-18-000101,74,44,58,24,18,22,38,16,36,330,0.03758648978,0
0001477932-18-000791,46,68,24,30,20,12,10,4,6,220,0.03772715577,0
0001683168-18-000599,128,72,26,26,22,22,6,2,24,328,0.0377615346,0
0001515971-18-000025,92,28,22,36,26,6,10,6,4,230,0.03778435324,0
0001493152-18-000833,108,76,46,24,46,4,38,8,10,360,0.03787862623,0
0001213900-18-003147,48,36,34,14,4,12,6,4,2,160,0.03790270257,0
0001185185-18-000223,108,70,40,56,68,28,10,14,4,398,0.03808219064,0
0001262463-18-000081,120,80,50,14,34,2,20,14,10,344,0.03828176162,0
0001062993-18-000508,70,40,60,28,34,14,26,2,8,282,0.03828356052,0
0001140361-18-015815,32,24,16,6,8,10,6,12,0,114,0.03833221992,0
0001615774-18-000934,36,34,30,30,8,6,6,6,14,170,0.03838306179,0
0001493152-18-000577,78,26,24,16,40,12,24,10,22,252,0.03843251904,0
0001493152-18-001761,78,26,24,16,40,12,24,10,22,252,0.03843251904,0
0001643194-18-000006,60,30,20,24,14,6,0,10,4,168,0.03844191875,0
0001213900-18-000537,66,52,52,16,14,32,12,32,6,282,0.03849871463,0
0001193125-18-040332,56,60,28,10,24,20,16,2,20,236,0.03853827579,0
0001493152-18-001810,132,38,30,18,10,14,8,8,12,270,0.03856788768,0
0001213900-18-003152,70,54,40,10,8,22,4,22,16,246,0.03865404937,0
0001654954-18-003136,68,44,26,34,16,16,10,22,38,274,0.03872569051,0
0001078782-18-000234,26,24,12,16,22,14,14,10,4,142,0.03878345555,0
0001450922-18-000003,78,44,46,8,12,4,8,12,8,220,0.0389338381,0
0001437749-18-000926,110,36,12,18,16,10,18,6,8,234,0.03915255152,0
0001493152-18-001966,50,44,46,38,10,10,6,8,18,230,0.03919206304,0
0001140361-18-015813,50,22,16,10,4,6,8,4,0,120,0.03931032214,0
0001683168-18-000311,120,38,56,8,34,18,14,26,6,320,0.0393875697,0
0001477932-18-000989,96,32,10,22,30,6,12,10,10,228,0.0398058298,0
0001350420-18-000003,46,44,58,44,34,22,24,10,10,292,0.0399174042,0
0001193125-18-079335,84,20,26,20,16,4,8,4,4,186,0.03995327517,0
0001654954-18-003379,100,46,76,46,64,48,32,6,16,434,0.03999460777,0
0001679817-18-000013,56,60,34,16,20,30,24,2,22,264,0.04009831585,0
0001494733-18-000002,62,24,14,16,14,14,4,4,0,152,0.04010438887,0
0001096906-18-000061,46,60,28,10,14,26,12,18,4,218,0.04017516841,0
0001193125-18-097812,36,40,36,8,12,10,10,2,6,160,0.04022741351,0
0001144204-18-005155,106,32,36,16,22,18,6,4,2,242,0.04064238952,0
0001181749-18-000010,94,30,60,38,16,14,38,18,4,312,0.04066031534,0
0001711485-18-000007,76,54,12,16,6,6,12,6,12,200,0.04068271453,0
0001193125-18-085854,64,34,32,4,14,6,6,20,10,190,0.04082479427,0
0001185185-18-000079,102,50,20,10,16,6,30,10,16,260,0.04105955413,0
0001652926-18-000015,84,130,50,60,22,10,32,22,26,436,0.04106951707,0
0001520138-18-000014,50,40,38,12,22,36,10,18,22,248,0.04107620323,0
0001078782-18-000252,134,108,74,12,12,28,16,12,14,410,0.0411467688,0
0001052918-18-000040,48,70,50,30,16,8,24,10,6,262,0.04141742354,0
0001052918-18-000042,48,70,50,30,16,8,24,10,6,262,0.04141742354,0
0001493152-18-001696,164,54,86,72,20,8,10,24,24,462,0.0414223496,0
0001193125-18-099283,52,28,8,10,6,8,18,10,2,142,0.04147571059,0
0001144204-18-011570,70,58,66,20,10,14,8,6,20,272,0.04162785881,0
0001193125-18-030114,134,48,22,28,16,6,12,12,4,282,0.04164088903,0
0001104659-18-014107,142,104,76,16,36,16,48,8,6,452,0.04176985097,0
0001393905-18-000037,94,44,24,16,36,24,4,4,4,250,0.04186194567,0
0001295345-18-000009,116,26,14,30,22,22,12,22,26,290,0.04190978434,0
0001104659-18-021283,50,32,14,26,16,14,12,2,0,166,0.04195566677,0
0001640334-18-000052,60,62,44,40,48,16,6,28,28,332,0.04198905949,0
0001615774-18-001975,106,78,30,28,44,38,66,12,14,416,0.04210318113,0
0001640334-18-000382,78,28,20,10,34,8,6,20,14,218,0.04219415835,0
0001144204-18-005517,92,52,64,18,38,18,56,20,32,390,0.04220838338,0
0001376474-18-000027,56,30,6,12,8,8,4,4,14,142,0.04223170968,0
0001558370-18-000377,136,46,60,74,96,28,40,36,16,532,0.0422398308,0
0001104659-18-021464,38,10,18,8,2,12,6,6,2,102,0.04245012699,0
0001564590-18-006102,114,68,20,18,22,6,6,10,6,270,0.04247810104,0
0001144204-18-018184,52,38,40,38,14,22,2,4,10,220,0.04247862718,0
0001213900-18-003554,40,54,46,30,30,6,16,8,18,248,0.0424866428,0
0001640334-18-000124,36,24,16,22,12,12,6,4,22,154,0.04266748713,0
0001640334-18-000126,40,44,12,14,16,16,10,18,22,192,0.04279701218,0
0001393905-18-000119,44,46,32,14,22,20,12,4,28,222,0.04284865921,0
0001640334-18-000430,62,44,22,16,52,14,10,16,8,244,0.04320319878,0
0001660156-18-000019,68,28,18,10,18,16,12,32,6,208,0.0432177994,0
0001213900-18-002323,68,102,38,40,16,18,4,16,14,316,0.04322403556,0
0001564590-18-006830,42,54,26,16,14,36,22,10,8,228,0.04325263274,0
0001721716-18-000012,80,26,12,22,14,12,2,10,2,180,0.0433709789,0
0001460235-18-000008,54,30,32,16,32,24,12,16,0,216,0.04346570238,0
0001607062-18-000051,34,18,40,8,16,8,8,8,8,148,0.04350105472,0
0001477932-18-000871,54,24,28,20,14,18,2,14,0,174,0.04354074207,0
0001213900-18-000435,48,56,8,20,16,10,12,12,2,184,0.04362362495,0
0001393905-18-000049,64,42,56,24,20,2,10,18,4,240,0.04363232164,0
0001551163-18-000034,40,24,14,10,6,4,2,10,0,110,0.04372428168,0
0001721868-18-000148,82,92,28,44,24,6,42,28,10,356,0.04385100056,0
0001493152-18-002091,36,22,18,20,8,0,12,6,10,132,0.04388195306,0
0001078782-18-000162,98,46,12,12,18,20,10,6,2,224,0.04400087363,0
0001213900-18-001544,84,44,22,14,28,42,32,6,8,280,0.04400935605,0
0001193125-18-028704,68,52,26,16,22,8,12,0,2,206,0.04405288235,0
0001493152-18-002098,52,32,22,24,22,30,30,10,26,248,0.04405807362,0
0001213900-18-003060,50,58,34,44,22,22,2,6,16,254,0.04421639277,0
0001477932-18-000782,124,88,46,38,88,14,40,6,18,462,0.04424559106,0
0001683168-18-000330,54,28,26,14,4,2,6,2,4,140,0.04429828527,0
0001679817-18-000007,48,48,10,20,12,30,16,8,18,210,0.04434065173,0
0001213900-18-003531,30,16,14,20,18,6,16,2,8,130,0.0444130801,0
0001493152-18-004145,128,46,16,60,56,30,12,34,16,398,0.04444854373,0
0001615774-18-000975,48,64,26,32,18,20,2,4,10,224,0.04457330517,0
0001493152-18-000585,32,30,10,30,10,6,4,6,4,132,0.04466522379,0
0001564590-18-003615,138,58,36,60,20,4,22,4,10,352,0.04491978086,0
0001551163-18-000008,42,50,14,8,14,2,10,8,6,154,0.04497405116,0
0001683168-18-000617,74,36,22,30,10,4,14,18,0,208,0.04505173524,0
0001683168-18-000452,100,64,10,32,20,10,4,8,18,266,0.04522117251,0
0001683168-18-000138,40,68,48,36,38,24,8,10,16,288,0.04523771116,0
0001064728-18-000007,32,14,22,6,14,6,4,16,4,118,0.04537412918,0
0001477932-18-000327,48,12,24,8,2,6,10,10,6,126,0.04541415881,0
0001477932-18-001217,50,28,8,18,6,14,4,20,12,160,0.04547124556,0
0001213900-18-000324,70,46,42,8,18,16,36,24,28,288,0.04562628399,0
0001199835-18-000004,86,36,28,26,16,8,34,12,0,246,0.04569001423,0
0001654954-18-001969,76,102,26,22,20,30,6,30,12,324,0.04574720392,0
0001003297-18-000020,52,32,48,38,32,24,18,2,6,252,0.04588012863,0
0000825313-18-000011,130,92,16,38,26,42,14,14,50,422,0.04589403631,0
0001493152-18-003408,60,48,24,4,16,4,6,6,4,172,0.04591247939,0
0001193125-18-096031,92,72,16,26,22,26,20,0,6,280,0.04597414318,0
0001640334-18-000297,52,28,16,8,24,10,14,10,26,188,0.04618720032,0
0001262463-18-000078,60,70,24,20,32,2,14,20,6,248,0.04624507222,0
0001477932-18-001154,64,54,26,12,6,2,18,6,6,194,0.04640831274,0
0001493152-18-000591,108,114,40,14,66,30,12,16,10,410,0.04642555587,0
0001615774-18-001769,38,40,20,6,12,14,14,12,0,156,0.04655196809,0
0001477932-18-001249,58,16,22,26,10,10,2,20,14,178,0.04664539491,0
0001683168-18-000745,26,46,20,16,20,12,10,4,2,156,0.04667575482,0
0001640334-18-000245,64,16,12,18,20,10,14,26,10,190,0.0466797098,0
0001213900-18-003652,90,34,18,14,8,8,4,6,2,184,0.04670047001,0
0001640334-18-000106,60,20,10,8,18,2,12,12,12,154,0.04672341775,0
0001640334-18-000509,60,20,10,8,18,2,12,12,12,154,0.04672341775,0
0001640334-18-000101,62,44,8,8,8,20,14,16,4,184,0.04675650356,0
0001615774-18-002144,28,36,18,18,34,14,10,14,10,182,0.04696356622,0
0001477932-18-000809,44,16,20,26,26,4,20,8,8,172,0.04700691231,0
0001511164-18-000189,62,28,50,40,36,28,12,8,2,266,0.04706085661,0
0001683168-18-000132,42,30,26,16,22,12,0,2,6,156,0.04707445724,0
0001640334-18-000339,44,54,34,52,36,16,26,10,6,278,0.04712799433,0
0001493152-18-001618,74,34,40,38,20,6,8,6,0,226,0.04713789308,0
0001144204-18-014940,52,72,56,34,62,30,28,18,8,360,0.04723755324,0
0001477932-18-000942,74,72,26,20,44,40,34,8,4,322,0.04733342135,0
0001558370-18-002068,66,78,56,16,20,2,14,12,18,282,0.04759753189,0
0001493152-18-002484,66,30,30,20,40,20,2,4,18,230,0.04760826278,0
0001062993-18-000279,66,38,48,10,36,8,14,2,8,230,0.04770341464,0
0001326321-18-000007,38,56,22,14,14,16,22,22,22,226,0.04776899321,0
0001493152-18-003001,44,38,16,28,8,28,2,8,8,180,0.0479139395,0
0001213900-18-003464,46,30,20,8,36,10,4,12,6,172,0.04794018765,0
0001078782-18-000049,34,66,24,34,26,28,12,10,18,252,0.04796310966,0
0001564590-18-003592,70,82,48,32,28,42,48,12,2,364,0.04805573703,0
0001513162-18-000044,188,80,34,14,16,10,16,28,16,402,0.0480719563,0
0001513162-18-000052,188,80,34,14,16,10,16,28,16,402,0.0480719563,0
0001493152-18-004220,208,86,28,36,30,26,6,18,4,442,0.04809803208,0
0001493152-18-004209,156,28,40,26,16,8,32,16,10,332,0.04821619065,0
0001185185-18-000320,20,30,10,12,22,6,6,6,6,118,0.04867193907,0
0001185185-18-000324,20,30,10,12,22,6,6,6,6,118,0.04867193907,0
0001687242-18-000002,42,10,26,26,4,10,10,12,6,146,0.04872294455,0
0001173911-18-000003,112,58,18,22,8,2,18,10,10,258,0.04872539851,0
0001214659-18-001456,28,28,18,10,24,4,4,14,10,140,0.04876513642,0
0001580695-18-000097,88,24,34,16,12,26,2,12,2,216,0.04877796839,0
0001615774-18-002200,62,48,14,50,18,12,6,4,8,222,0.04889189458,0
0001213900-18-002122,50,88,38,38,16,22,6,10,6,274,0.04902311145,0
0001580695-18-000041,64,14,28,24,16,4,4,2,8,164,0.04923227956,0
0001477932-18-001381,92,30,14,22,28,16,6,10,0,218,0.04923332463,0
0001640334-18-000154,32,34,34,8,24,12,22,8,4,178,0.04924164315,0
0001014897-18-000017,38,40,20,30,10,2,6,4,14,164,0.04937505937,0
0001640334-18-000321,24,28,22,28,20,14,20,8,4,168,0.04965153321,0
0001640334-18-000355,60,18,22,10,10,8,20,8,24,180,0.04972779811,0
0001556244-18-000004,38,30,30,4,6,16,6,4,2,136,0.04981127215,0
0001437749-18-003506,100,52,18,6,12,24,18,32,8,270,0.04992700985,0
0001193125-18-099160,86,66,32,26,8,8,8,2,2,238,0.05001845576,0
0001079974-18-000167,48,32,24,4,10,4,8,14,20,164,0.05018353161,0
0001674440-18-000004,34,36,14,22,24,18,8,8,0,164,0.05018399925,0
0001663577-18-000158,90,98,36,34,18,16,24,4,48,368,0.05043668722,0
0001640334-18-000122,42,46,18,10,28,14,12,6,26,202,0.0506673687,0
0001477932-18-000780,48,52,38,30,4,4,6,16,8,206,0.05085523271,0
0001477932-18-000812,68,34,38,62,56,30,28,22,8,346,0.05125295885,0
0000829114-18-000010,40,44,16,30,12,6,4,2,16,170,0.05189027274,0
0001683168-18-000255,64,36,42,8,24,0,10,12,10,206,0.05194535093,0
0001580695-18-000101,94,56,30,10,24,34,6,0,12,266,0.05195251939,0
0001594062-18-000030,58,40,54,22,6,34,4,12,18,248,0.05196332836,0
0001483386-18-000003,64,30,38,12,34,20,6,0,12,216,0.05218278976,0
0001628280-18-001223,84,56,22,26,14,40,28,2,2,274,0.05222395148,0
0001003297-18-000028,62,20,20,36,22,20,2,26,12,220,0.05254517536,0
0001079973-18-000183,70,68,72,34,18,2,10,8,12,294,0.05263617319,0
0001144204-18-017126,32,36,26,4,8,4,4,6,2,122,0.05265849367,0
0001493152-18-000445,104,52,20,36,6,2,10,8,8,246,0.05273578084,0
0001493152-18-001007,104,52,20,36,6,2,10,8,8,246,0.05273578084,0
0001493152-18-001528,104,52,20,36,6,2,10,8,8,246,0.05273578084,0
0001493152-18-000545,38,52,32,16,20,4,8,2,18,190,0.05290477132,0
0001193805-18-000043,48,22,10,18,18,6,4,0,2,128,0.05292138094,0
0001477932-18-001252,66,30,22,26,40,8,14,0,8,214,0.05299229436,0
0001352081-18-000008,132,30,24,22,28,2,16,14,6,274,0.05315354392,0
0001493152-18-002115,44,70,18,18,12,10,6,10,2,190,0.05331748837,0
0001477932-18-000033,90,30,14,22,10,36,12,2,16,232,0.05373908503,0
0001477932-18-000993,90,30,14,22,10,36,12,2,16,232,0.05373908503,0
0001193125-18-008979,106,122,22,24,12,28,20,34,6,374,0.05375604729,0
0001640334-18-000516,30,40,16,4,18,6,10,4,14,142,0.05378498063,0
0001640334-18-000349,70,50,10,16,2,8,6,6,8,176,0.05393031647,0
0001580695-18-000029,102,36,42,16,0,10,12,12,10,240,0.05399782626,0
0001393905-18-000103,48,24,40,10,28,4,12,6,2,174,0.05402216357,0
0001625941-18-000008,124,92,60,26,16,0,8,22,10,358,0.05412700947,0
0001607062-18-000047,84,26,20,28,52,30,16,26,4,286,0.05429086493,0
